id,speed
0,46.60377
1,45.72588
2,32.824226
3,27.71228
4,39.17182
5,23.504044
6,20.3507
7,47.2063
8,46.39776
9,25.455471
10,31.342836
11,22.025534
12,22.471695
13,22.035868
14,23.967445
15,38.232033
16,42.89125
17,46.278515
18,48.43477
19,48.27411
20,46.563286
21,43.704548
22,20.72755
23,31.625687
24,29.026691
25,22.366266
26,22.661144
27,21.793844
28,18.639143
29,13.766468
30,23.914667
31,46.174213
32,49.01595
33,26.1292
34,30.83371
35,27.758238
36,24.163254
37,24.676573
38,45.476566
39,41.118156
40,44.52929
41,48.222305
42,48.55617
43,44.07992
44,21.529133
45,19.20909
46,18.7397
47,10.768782
48,45.29513
49,47.72096
50,48.725204
51,24.439964
52,18.796703
53,20.12207
54,19.739569
55,18.52658
56,17.51639
57,18.667135
58,30.471567
59,33.20926
60,40.154217
61,38.973328
62,41.197933
63,41.725735
64,41.556293
65,47.42238
66,47.446404
67,46.083656
68,43.65564
69,29.834024
70,27.231783
71,24.107191
72,22.354332
73,22.416542
74,19.849182
75,12.848675
76,42.748547
77,40.251
78,42.788326
79,48.56332
80,14.116446
81,16.723593
82,28.073656
83,19.184944
84,16.73402
85,12.757678
86,18.067007
87,36.122444
88,42.563866
89,38.712044
90,47.612434
91,46.6755
92,47.162315
93,46.55887
94,28.62071
95,14.39996
96,25.385921
97,10.332197
98,9.750864
99,17.602417
100,37.03874
101,47.888077
102,14.752975
103,16.670809
104,15.440998
105,40.67305
106,34.06609
107,48.518013
108,43.63265
109,17.099522
110,8.385565
111,8.814219
112,15.732913
113,29.596125
114,33.02313
115,48.851086
116,48.27696
117,40.425175
118,17.953606
119,17.712906
120,16.062021
121,17.136805
122,28.564966
123,46.613533
124,46.619556
125,37.4014
126,37.58605
127,31.937782
128,39.092236
129,35.415825
130,47.453297
131,46.557487
132,45.561737
133,22.439634
134,20.034275
135,18.497984
136,33.710384
137,40.96713
138,48.19755
139,46.92659
140,45.855057
141,43.11325
142,27.506098
143,13.779665
144,19.133863
145,18.410961
146,16.375217
147,48.302677
148,48.74053
149,47.20279
150,47.12784
151,18.556015
152,19.126427
153,17.582912
154,11.034517
155,19.231066
156,36.676273
157,44.330284
158,39.224567
159,42.776615
160,48.295338
161,48.644146
162,48.084846
163,47.29082
164,43.72595
165,28.110756
166,14.509406
167,19.683792
168,18.66841
169,17.255547
170,10.247508
171,10.557564
172,43.376667
173,48.507034
174,43.877846
175,26.142714
176,22.006596
177,17.122316
178,18.22648
179,9.31207
180,43.050987
181,48.30042
182,48.804283
183,48.520336
184,40.46313
185,15.901908
186,14.487845
187,38.862965
188,23.237314
189,47.037052
190,41.265236
191,42.79935
192,38.197346
193,38.306503
194,33.326443
195,31.11489
196,29.558332
197,38.311672
198,36.043312
199,47.620285
200,47.276737
201,26.821194
202,26.144615
203,16.546267
204,17.26282
205,16.629232
206,33.379738
207,37.001137
208,47.796112
209,48.63835
210,46.710106
211,45.80449
212,26.33066
213,13.273889
214,21.616919
215,22.11373
216,15.86375
217,20.152315
218,42.647343
219,46.922836
220,45.941837
221,42.93143
222,27.021917
223,16.118015
224,10.188539
225,19.732033
226,42.35515
227,48.685875
228,16.873808
229,21.65808
230,17.506311
231,15.441127
232,39.740013
233,47.28552
234,45.832077
235,19.850643
236,23.626894
237,21.523537
238,19.737501
239,41.72077
240,28.579777
241,32.099655
242,47.3397
243,48.82586
244,48.11806
245,48.623535
246,22.242636
247,18.066765
248,17.84645
249,16.802446
250,16.308453
251,29.489532
252,40.15481
253,29.000763
254,25.0834
255,46.729233
256,46.44588
257,44.703106
258,40.706318
259,37.91448
260,37.129787
261,32.35961
262,31.615797
263,43.122986
264,30.091368
265,41.39442
266,47.585304
267,43.444775
268,17.94249
269,19.66715
270,18.895449
271,18.431814
272,17.404652
273,13.69196
274,43.48388
275,46.51854
276,47.628452
277,47.06229
278,28.471603
279,14.186327
280,17.278542
281,22.345
282,19.971178
283,16.152431
284,12.516829
285,12.856298
286,48.331413
287,49.058723
288,14.764425
289,20.13348
290,16.492897
291,11.482269
292,11.7886095
293,20.806276
294,43.830826
295,49.034428
296,46.29228
297,32.136574
298,23.507765
299,31.315552
300,25.95217
301,23.683277
302,27.250216
303,45.538525
304,43.966278
305,49.069675
306,46.5053
307,47.924202
308,43.466385
309,29.953552
310,22.129301
311,15.261896
312,45.153374
313,38.22296
314,39.335518
315,48.033737
316,45.962627
317,39.68645
318,35.9349
319,28.141628
320,43.141026
321,46.83272
322,46.35518
323,45.39788
324,44.053112
325,43.452377
326,42.74948
327,44.09029
328,44.22171
329,40.98975
330,40.892277
331,43.624176
332,43.755234
333,39.95129
334,39.43973
335,44.649387
336,46.874214
337,45.8802
338,15.036258
339,19.82325
340,21.127783
341,24.994658
342,46.340508
343,45.6705
344,49.192837
345,47.742702
346,47.148327
347,20.68963
348,42.21749
349,49.828556
350,48.11947
351,47.31588
352,30.327002
353,14.133583
354,23.519957
355,20.217642
356,17.834307
357,21.305555
358,37.99734
359,45.811306
360,45.60346
361,49.630005
362,14.23477
363,23.30712
364,20.020779
365,18.193983
366,13.924618
367,21.270796
368,44.587635
369,49.408386
370,46.481457
371,47.37371
372,46.53682
373,20.148079
374,21.170383
375,10.770124
376,20.180252
377,34.55167
378,36.206146
379,47.39092
380,27.107244
381,18.192366
382,16.869179
383,32.65068
384,48.118645
385,47.04761
386,46.319695
387,42.64725
388,39.43559
389,40.458942
390,36.329838
391,38.236244
392,47.419746
393,48.432186
394,45.670296
395,14.127397
396,17.063658
397,24.185478
398,22.382332
399,18.256681
400,14.020031
401,39.089954
402,40.892017
403,48.160656
404,46.22124
405,43.742397
406,27.86046
407,16.936132
408,17.237999
409,16.883038
410,14.887193
411,9.927614
412,43.630707
413,38.77218
414,43.41719
415,48.531723
416,46.250973
417,47.33933
418,46.393536
419,28.117825
420,14.998395
421,9.903849
422,44.56815
423,39.61903
424,48.43355
425,49.571663
426,44.32109
427,22.650383
428,18.221956
429,37.628166
430,40.51697
431,48.463932
432,47.026894
433,43.908363
434,23.290949
435,26.249489
436,25.144579
437,20.350681
438,47.269894
439,48.119053
440,48.550667
441,35.949604
442,30.67158
443,26.354248
444,24.108908
445,32.945194
446,26.397976
447,24.53395
448,46.4784
449,45.29471
450,43.302902
451,39.6317
452,36.04425
453,37.80378
454,37.80257
455,30.864775
456,28.492409
457,39.919025
458,48.139442
459,47.703556
460,31.72354
461,23.690708
462,23.73066
463,22.558384
464,31.500372
465,33.996605
466,45.381737
467,47.59078
468,46.070835
469,43.789997
470,14.441923
471,16.807362
472,17.87057
473,13.374288
474,10.182924
475,18.79217
476,47.812717
477,43.89488
478,25.801804
479,17.398252
480,16.624353
481,13.528772
482,17.256777
483,48.660877
484,47.837334
485,46.95838
486,27.81173
487,24.177944
488,16.84309
489,7.794752
490,7.075847
491,29.505768
492,36.240955
493,48.666775
494,48.297215
495,47.826763
496,17.081667
497,23.58038
498,34.95543
499,47.731735
500,48.807415
501,48.938347
502,48.86962
503,47.625515
504,25.493801
505,16.356005
506,16.512102
507,17.15001
508,13.9875965
509,38.478264
510,47.17512
511,47.006897
512,45.895977
513,44.866978
514,43.98712
515,39.820675
516,38.53465
517,39.641407
518,44.866512
519,45.791016
520,17.668217
521,20.648094
522,17.952518
523,14.424829
524,9.454173
525,38.07333
526,48.658928
527,48.89022
528,47.53238
529,29.130531
530,16.901669
531,19.5707
532,17.767494
533,11.406933
534,10.489429
535,46.413326
536,29.292702
537,17.193306
538,17.46146
539,17.023848
540,10.139238
541,9.453976
542,40.328465
543,39.064007
544,47.36112
545,44.002304
546,14.555693
547,19.943007
548,21.941006
549,20.693764
550,16.08704
551,39.49274
552,42.420933
553,46.962494
554,47.777565
555,44.44036
556,29.431253
557,19.56554
558,24.050135
559,21.168377
560,18.287325
561,20.019415
562,20.963575
563,18.801512
564,16.220646
565,12.444511
566,44.89586
567,37.700207
568,39.821632
569,48.64249
570,48.713646
571,32.316795
572,41.105236
573,47.136383
574,47.524075
575,47.871014
576,47.562412
577,45.73019
578,36.139442
579,43.276512
580,42.031837
581,36.59626
582,47.752495
583,47.566414
584,17.531263
585,20.220827
586,25.33328
587,21.546783
588,19.090248
589,19.747416
590,20.84567
591,18.10494
592,45.297646
593,48.55964
594,48.229477
595,46.662777
596,44.397377
597,31.646269
598,24.047825
599,18.549362
600,15.427235
601,47.92745
602,47.43805
603,44.627842
604,16.493233
605,23.497772
606,36.819984
607,40.246502
608,48.508633
609,48.444008
610,48.044453
611,47.580746
612,44.877136
613,18.568949
614,27.467773
615,23.401459
616,19.648745
617,20.394688
618,15.044119
619,21.395844
620,43.028107
621,48.10226
622,48.397232
623,47.480618
624,44.6583
625,30.123154
626,22.576767
627,19.557398
628,20.861778
629,15.130374
630,25.005936
631,48.647774
632,47.620308
633,46.799805
634,43.283916
635,26.507929
636,19.395061
637,46.964184
638,47.05966
639,46.69603
640,38.497154
641,37.468845
642,36.674862
643,30.07687
644,30.020037
645,36.06893
646,31.253721
647,47.805668
648,47.50086
649,46.990677
650,44.47118
651,18.239183
652,19.703447
653,14.376321
654,24.22575
655,48.14891
656,48.05631
657,47.770657
658,47.231995
659,46.50858
660,44.230076
661,17.891819
662,27.398958
663,19.604586
664,21.614752
665,19.588278
666,18.374866
667,13.861062
668,43.655827
669,38.28477
670,43.5411
671,47.327324
672,44.13544
673,24.447119
674,20.210361
675,35.44905
676,48.374413
677,48.329453
678,46.873734
679,16.40556
680,24.82503
681,22.524473
682,20.058245
683,19.086287
684,42.783752
685,48.62749
686,48.06669
687,47.460403
688,44.596653
689,29.987736
690,19.439474
691,27.087185
692,20.276497
693,18.779942
694,48.369633
695,48.192356
696,42.85165
697,29.438307
698,26.294619
699,22.078154
700,20.079266
701,19.911575
702,38.944237
703,42.243988
704,47.087955
705,46.961132
706,46.43827
707,45.314903
708,41.32229
709,40.692806
710,39.259205
711,39.130905
712,38.997807
713,37.09056
714,34.290333
715,42.459675
716,36.01589
717,45.543274
718,46.953896
719,30.077642
720,17.845577
721,14.77463
722,13.883714
723,44.85831
724,45.030273
725,47.299538
726,46.576122
727,29.674076
728,21.330042
729,18.807959
730,14.135234
731,44.301105
732,47.822834
733,48.09666
734,44.17211
735,16.29081
736,19.436995
737,17.774925
738,17.849564
739,13.561289
740,34.20961
741,43.227455
742,48.401474
743,48.24543
744,47.970078
745,29.009922
746,18.498735
747,27.020294
748,23.694618
749,19.195847
750,17.439112
751,16.825089
752,42.415283
753,48.194977
754,48.126877
755,47.448658
756,46.780304
757,19.690079
758,22.075298
759,18.69528
760,18.765146
761,14.921161
762,25.125858
763,42.31202
764,34.023514
765,38.99412
766,48.277798
767,48.343422
768,42.506996
769,22.434532
770,20.136427
771,19.314764
772,31.675314
773,45.172512
774,46.714203
775,46.165527
776,45.734344
777,44.824375
778,39.288357
779,35.53948
780,48.291363
781,47.52544
782,46.950035
783,16.24208
784,18.607515
785,19.75625
786,17.783533
787,18.761992
788,14.708614
789,23.827732
790,48.724785
791,48.022182
792,47.836636
793,47.967575
794,25.353014
795,23.706831
796,19.193796
797,15.227182
798,22.956858
799,47.042004
800,30.819221
801,16.331371
802,22.01081
803,16.843388
804,17.521494
805,13.653489
806,34.93186
807,43.27609
808,48.992264
809,48.391796
810,47.775063
811,47.14722
812,31.048288
813,16.33524
814,24.705027
815,23.784288
816,22.441875
817,42.58786
818,36.64375
819,48.1518
820,46.160492
821,31.656599
822,38.632145
823,26.828955
824,24.842548
825,24.714834
826,47.75436
827,46.814056
828,37.63069
829,31.637012
830,30.586994
831,30.533909
832,39.8746
833,36.3406
834,44.752163
835,46.589855
836,45.582485
837,42.399494
838,40.20774
839,39.693745
840,47.641785
841,47.645435
842,47.315186
843,39.501076
844,24.830935
845,20.574074
846,32.01119
847,43.069897
848,48.401493
849,48.158825
850,47.721992
851,19.642622
852,25.577858
853,24.351109
854,20.823706
855,22.216557
856,18.728224
857,43.413086
858,46.898994
859,48.050037
860,47.612686
861,46.960094
862,16.779665
863,27.062624
864,23.438967
865,20.611988
866,27.205484
867,45.57378
868,43.143127
869,48.130802
870,46.220425
871,32.072304
872,24.887402
873,21.486513
874,44.323605
875,45.182655
876,48.44149
877,48.283035
878,46.909664
879,22.426592
880,15.285817
881,14.550233
882,24.8188
883,45.00101
884,37.581566
885,47.837753
886,47.964523
887,47.983654
888,48.190815
889,47.72579
890,42.53441
891,22.0227
892,20.840681
893,21.001068
894,36.35519
895,47.11711
896,46.2624
897,41.427223
898,41.86347
899,41.72566
900,46.53669
901,47.404907
902,46.85127
903,27.648445
904,15.358094
905,18.85318
906,25.559599
907,24.724424
